filepath,fold,label_asli,label_baru,keputusan,alasan,reviewer,margin,label_quality_score,is_double_flagged
/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_741.jpg,2,0.0,0.0,drop,campuran ,raka,1.947.191.843.029.460,,FALSE
/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_8327.jpg,1,0.0,0.0,drop,campuran,raka,1.960.496.429.131.580,,FALSE
/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_7183.jpg,1,0.0,0.0,keep,masih aman,raka,2.013.891.168.081.150,,FALSE
/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_3556.jpg,4,0.0,0.0,keep,masih aman,raka,2.029.641.979.178.400,,FALSE
/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_4619.jpg,2,0.0,0.0,drop,gajelas,raka,203.587.882.903.745,,FALSE
/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_697.jpg,1,0.0,0.0,drop,gajelas,raka,2.066.605.709.227.900,,FALSE
/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_9353.jpg,4,0.0,0.0,drop,rancu,raka,2.096.661.733.244.950,,FALSE
/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_8198.jpg,4,0.0,0.0,drop,orang main hoki,raka,2.105.672.910.495.380,,FALSE
/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_9491.jpg,1,0.0,0.0,drop,rancu,raka,2.111.562.193.309.490,,FALSE
/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_8303.jpg,1,0.0,0.0,keep,masih aman,raka,2.128.806.052.406.900,,FALSE
/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_9142.jpg,2,0.0,0.0,keep,masih aman,raka,2.133.206.163.717.850,,FALSE
/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_5980.jpg,0,0.0,0.0,drop,rancu,raka,2.138.164.812.462.700,,FALSE
/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_7198.jpg,1,0.0,0.0,keep,masih aman,raka,2.145.770.894.257.530,,FALSE
/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_760.jpg,0,0.0,0.0,drop,sampah,raka,2.170.853.557.789.280,,FALSE
/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_1786.jpg,0,0.0,0.0,keep,masih aman,raka,2.298.264.305.640.600,,FALSE
/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_2676.jpg,0,0.0,0.0,keep,masih aman,raka,2.341.014.344.563.620,,FALSE
/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_879.jpg,1,0.0,0.0,drop,gajelas,raka,2.383.848.898.614.200,,FALSE
/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_5558.jpg,4,0.0,0.0,drop,rancu,raka,2.471.304.360.315.680,,FALSE
/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_431.jpg,2,0.0,0.0,drop,rancu,raka,2.577.588.869.547.990,,FALSE
/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_4635.jpg,2,0.0,0.0,drop,rancu,raka,2.580.194.176.918.280,,FALSE
/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_4439.jpg,2,0.0,0.0,drop,rancu,raka,2.591.063.630.045.090,,FALSE
/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_3558.jpg,0,0.0,0.0,keep,masih aman,raka,2.615.834.818.971.980,,FALSE
/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_5948.jpg,1,0.0,0.0,drop,rancu,raka,2.664.492.126.264.490,,FALSE
/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_5496.jpg,2,0.0,0.0,drop,campuran,raka,2.671.080.847.781.260,,FALSE
/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_5341.jpg,1,0.0,0.0,keep,masih aman,raka,2.673.195.578.858.060,,FALSE
/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_810.jpg,1,0.0,0.0,drop,rancu,raka,2.708.580.497.673.210,,FALSE
/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_642.jpg,3,0.0,0.0,drop,gajelas,raka,2.923.133.770.612.960,,FALSE
/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_49.jpg,3,0.0,0.0,keep,masih aman,raka,3.044.033.699.990.690,,FALSE
/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_509.jpg,3,0.0,0.0,drop,gajelas,raka,3.144.350.348.315.530,,FALSE
/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_673.jpg,3,0.0,0.0,drop,campuran,raka,3.217.469.221.858.130,,FALSE
/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_4024.jpg,1,0.0,0.0,drop,botol,raka,3.286.003.247.263.300,,FALSE
/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_4882.jpg,1,0.0,0.0,drop,rancu,raka,3.441.592.472.829.310,,FALSE
/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_4807.jpg,2,0.0,0.0,drop,rancu,raka,3.707.558.447.233.990,,FALSE
/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_1257.jpg,0,0.0,0.0,drop,campuran,raka,3.708.424.473.657.860,,FALSE
/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_615.jpg,4,0.0,0.0,drop,gajelas,raka,3.801.812.173.262.020,,FALSE
/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_7052.jpg,4,0.0,0.0,drop,orang dari kardus,raka,382.199.361.909.779,,FALSE
/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_621.jpg,4,0.0,0.0,drop,campuran,raka,4.155.713.285.278.870,,FALSE
/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_9716.jpg,1,0.0,0.0,drop,campuran,raka,4.469.966.384.064.470,,FALSE
/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_4602.jpg,1,0.0,2,relabel,sayuran,raka,987.598.526.466.316,5.648.473,
/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_4583.jpg,1,0.0,0.0,drop,rancu,raka,990.878.334.167.734,43.417.993,
/content/drive/MyDrive/BDC2026/train/2_Organic/O_8772.jpg,3,2.0,2.0,drop,ambigu definisi kelasnya,aga,666.318.447.802,,FALSE
/content/drive/MyDrive/BDC2026/train/2_Organic/O_218.jpg,4,2.0,2.0,drop,multiclass,aga,1.487.778.862.278,,FALSE
/content/drive/MyDrive/BDC2026/train/2_Organic/O_1870.jpg,1,2.0,0,relabel,ini recyclable,aga,38.469.279.129.581,,FALSE
/content/drive/MyDrive/BDC2026/train/2_Organic/O_9158.jpg,0,2.0,2.0,keep,serutan pensil,aga,59.797.028.967.255,,FALSE
/content/drive/MyDrive/BDC2026/train/2_Organic/O_7463.jpg,1,2.0,2.0,keep,roti kartun,aga,141.354.183.439.695,,FALSE
/content/drive/MyDrive/BDC2026/train/2_Organic/O_1686.jpg,1,2.0,2.0,drop,unidentified,aga,153.841.813.127.751,,FALSE
/content/drive/MyDrive/BDC2026/train/2_Organic/O_6643.jpg,0,2.0,2.0,drop,multiclass,aga,16.320.794.807.556,,FALSE
/content/drive/MyDrive/BDC2026/train/2_Organic/O_9692.jpg,2,2.0,2.0,drop,unidentified,aga,196.475.669.278.615,,FALSE
/content/drive/MyDrive/BDC2026/train/2_Organic/O_9188.jpg,1,2.0,2.0,keep,serutan pensil,aga,207.278.392.543.878,,FALSE
/content/drive/MyDrive/BDC2026/train/2_Organic/O_6678.jpg,2,2.0,2.0,drop,multiclass,aga,213.500.434.934.202,,FALSE
/content/drive/MyDrive/BDC2026/train/2_Organic/O_1816.jpg,3,2.0,2.0,drop,"bungkus jajan, multiclass",aga,280.527.211.984.618,,FALSE
/content/drive/MyDrive/BDC2026/train/2_Organic/O_6702.jpg,0,2.0,2.0,drop,tps,aga,291.739.631.146.483,,FALSE
/content/drive/MyDrive/BDC2026/train/2_Organic/O_443.jpg,1,2.0,2.0,drop,multiclass,aga,296.551.630.050.449,,FALSE
/content/drive/MyDrive/BDC2026/train/2_Organic/O_9198.jpg,4,2.0,2.0,drop,multiclass,aga,34.297.340.770.525,,FALSE
/content/drive/MyDrive/BDC2026/train/2_Organic/O_5700.jpg,1,2.0,2.0,keep,bunga,aga,351.000.095.976.957,,FALSE
/content/drive/MyDrive/BDC2026/train/2_Organic/O_6857.jpg,1,2.0,2.0,keep,kayaknya makanan busuk,aga,500.347.247.443.592,,FALSE
/content/drive/MyDrive/BDC2026/train/2_Organic/O_5999.jpg,2,2.0,2.0,drop,multiclass,aga,506.126.895.328.575,,FALSE
/content/drive/MyDrive/BDC2026/train/2_Organic/O_5688.jpg,1,2.0,2.0,keep,bunga,aga,515.298.461.355.832,,FALSE
/content/drive/MyDrive/BDC2026/train/2_Organic/O_1276.jpg,3,2.0,2.0,drop,"buku, multiclass",aga,523.009.163.733.994,,FALSE
/content/drive/MyDrive/BDC2026/train/2_Organic/O_6240.jpg,2,2.0,2.0,drop,tps,aga,524.916.299.911.162,,FALSE
/content/drive/MyDrive/BDC2026/train/2_Organic/O_1530.jpg,0,2.0,2.0,drop,"panit puki, ini dompet bahannya apa kan kita gatau anjeng",aga,527.431.534.103.563,,FALSE
/content/drive/MyDrive/BDC2026/train/2_Organic/O_6834.jpg,2,2.0,2.0,drop,multiclass,aga,639.124.406.080.645,,FALSE
/content/drive/MyDrive/BDC2026/train/2_Organic/O_8922.jpg,1,2.0,2.0,drop,multiclass,aga,640.984.994.599.533,,FALSE
/content/drive/MyDrive/BDC2026/train/2_Organic/O_8895.jpg,4,2.0,2.0,drop,"panit tolol, inimah udah jadi bangku bego",aga,652.877.063.144.856,,FALSE
/content/drive/MyDrive/BDC2026/train/2_Organic/O_7616.jpg,0,2.0,2.0,drop,gjls,aga,660.686.530.239.867,,FALSE
/content/drive/MyDrive/BDC2026/train/2_Organic/O_525.jpg,4,2.0,2.0,drop,idk,aga,66.862.600.497.871,,FALSE
/content/drive/MyDrive/BDC2026/train/2_Organic/O_481.jpg,0,2.0,2.0,drop,multiclass,aga,6.864.667.906.308,,FALSE
/content/drive/MyDrive/BDC2026/train/2_Organic/O_5084.jpg,3,2.0,2.0,drop,bukan organik tlol,aga,686.662.743.229.575,,FALSE
/content/drive/MyDrive/BDC2026/train/2_Organic/O_4055.jpg,3,2.0,2.0,keep,sayur,aga,736.458.189.688.498,,FALSE
/content/drive/MyDrive/BDC2026/train/2_Organic/O_126.jpg,1,2.0,0,relabel,"ini mah koin logam, panitia konumsi narkoba jenis apa sih",aga,740.454.104.421.616,,FALSE
/content/drive/MyDrive/BDC2026/train/2_Organic/O_8904.jpg,2,2.0,2.0,drop,ambigu,aga,769.231.368.298.323,,FALSE
/content/drive/MyDrive/BDC2026/train/2_Organic/O_6892.jpg,0,2.0,2.0,drop,bukan organik,aga,832.432.573.348.864,,FALSE
/content/drive/MyDrive/BDC2026/train/2_Organic/O_8908.jpg,1,2.0,2.0,drop,bukan  organic,aga,836.515.003.317.192,,FALSE
/content/drive/MyDrive/BDC2026/train/2_Organic/O_9085.jpg,3,2.0,2.0,keep,serutan pensil,aga,860.559.344.395.394,,FALSE
/content/drive/MyDrive/BDC2026/train/2_Organic/O_6805.jpg,2,2.0,2.0,drop,tps,aga,876.579.592.130.715,,FALSE
/content/drive/MyDrive/BDC2026/train/2_Organic/O_9178.jpg,0,2.0,2.0,drop,multiclass,aga,944.847.850.441.316,,FALSE
/content/drive/MyDrive/BDC2026/train/2_Organic/O_8869.jpg,2,2.0,2.0,drop,multiclass,aga,958.318.727.256.573,,FALSE
/content/drive/MyDrive/BDC2026/train/2_Organic/O_1595.jpg,0,2.0,2.0,drop,wtf is that,aga,960.713.782.012.654,,FALSE
/content/drive/MyDrive/BDC2026/train/2_Organic/O_3660.jpg,3,2.0,2.0,drop,theres not even asingle trash in this goddamn picture,aga,980.851.158.750.898,,FALSE
/content/drive/MyDrive/BDC2026/train/2_Organic/O_8661.jpg,2,2.0,2.0,drop,ambigu,aga,1.055.084.634.800.220,,FALSE
/content/drive/MyDrive/BDC2026/train/2_Organic/O_9005.jpg,2,2.0,2.0,keep,serutan pensil,aga,1.101.091.665.946.740,,FALSE
/content/drive/MyDrive/BDC2026/train/2_Organic/O_4294.jpg,0,2.0,2.0,drop,ga nyambung cuki,aga,1.102.410.389.195.140,,FALSE
/content/drive/MyDrive/BDC2026/train/2_Organic/O_6709.jpg,0,2.0,2.0,drop,chaotic,aga,1.105.846.239.953.500,,FALSE
/content/drive/MyDrive/BDC2026/train/2_Organic/O_3504.jpg,2,2.0,2.0,keep,kue,aga,1.122.596.115.056.970,,FALSE
/content/drive/MyDrive/BDC2026/train/2_Organic/O_3216.jpg,2,2.0,2.0,drop,multiclass,aga,1.123.954.305.928.230,,FALSE
/content/drive/MyDrive/BDC2026/train/2_Organic/O_6753.jpg,1,2.0,0,relabel,sepatu rusak,aga,1.146.900.114.438.620,,FALSE
/content/drive/MyDrive/BDC2026/train/2_Organic/O_6157.jpg,1,2.0,2.0,drop,multiclass,aga,1.160.997.228.650.100,,FALSE
/content/drive/MyDrive/BDC2026/train/2_Organic/O_6162.jpg,0,2.0,2.0,drop,multiclass,aga,1.191.052.773.002.750,,FALSE
/content/drive/MyDrive/BDC2026/train/2_Organic/O_1934.jpg,1,2.0,2.0,drop,pisau,aga,1.198.229.050.207.250,,FALSE
/content/drive/MyDrive/BDC2026/train/2_Organic/O_3980.jpg,4,2.0,2.0,drop,"bungkus jajan, multiclass",aga,1.206.317.371.039.260,,FALSE
/content/drive/MyDrive/BDC2026/train/2_Organic/O_3794.jpg,0,2.0,2.0,drop,multiclass,aga,124.978.469.467.971,,FALSE
/content/drive/MyDrive/BDC2026/train/2_Organic/O_1927.jpg,0,2.0,2.0,drop,anorganik,aga,126.502.690.885.041,,FALSE
/content/drive/MyDrive/BDC2026/train/2_Organic/O_6862.jpg,1,2.0,2.0,keep,pagerbambu,aga,1.299.653.190.169.460,,FALSE
/content/drive/MyDrive/BDC2026/train/2_Organic/O_3974.jpg,1,2.0,2.0,drop,muticlass,aga,1.337.899.382.266.050,,FALSE
/content/drive/MyDrive/BDC2026/train/2_Organic/O_9236.jpg,3,2.0,2.0,keep,serutan pensil,aga,133.888.273.755.727,,FALSE
/content/drive/MyDrive/BDC2026/train/2_Organic/O_9106.jpg,3,2.0,2.0,keep,serutan pensil,aga,1.356.420.836.481.590,,FALSE
/content/drive/MyDrive/BDC2026/train/2_Organic/O_1242.jpg,2,2.0,2.0,drop,multiclass,aga,1.392.611.530.690.020,,FALSE
/content/drive/MyDrive/BDC2026/train/2_Organic/O_4096.jpg,1,2.0,2.0,drop,multiclass,aga,141.016.692.549.852,,FALSE
/content/drive/MyDrive/BDC2026/train/2_Organic/O_8753.jpg,2,2.0,2.0,drop,unidentified,aga,1.429.698.187.846.170,,FALSE
/content/drive/MyDrive/BDC2026/train/2_Organic/O_6660.jpg,4,2.0,2.0,drop,tps,aga,1.510.129.853.499.290,,FALSE
/content/drive/MyDrive/BDC2026/train/2_Organic/O_8916.jpg,0,2.0,2.0,drop,ambigu,aga,1.535.012.400.597.970,,FALSE
/content/drive/MyDrive/BDC2026/train/2_Organic/O_9530.jpg,2,2.0,2.0,drop,unidentified,aga,1.552.774.796.858.810,,FALSE
/content/drive/MyDrive/BDC2026/train/2_Organic/O_5449.jpg,3,2.0,2.0,drop,multiclass,aga,1.674.150.602.409.770,,FALSE
/content/drive/MyDrive/BDC2026/train/2_Organic/O_6664.jpg,0,2.0,2.0,drop,multiclass,aga,1.687.956.828.191.470,,FALSE
/content/drive/MyDrive/BDC2026/train/2_Organic/O_7992.jpg,3,2.0,2.0,drop,multiclass,aga,1.728.635.823.017.270,,FALSE
/content/drive/MyDrive/BDC2026/train/2_Organic/O_6793.jpg,1,2.0,2.0,drop,multiclass,aga,1.758.828.597.258.550,,FALSE
/content/drive/MyDrive/BDC2026/train/2_Organic/O_6150.jpg,0,2.0,2.0,drop,multiclass,aga,1.765.983.989.533.640,,FALSE
/content/drive/MyDrive/BDC2026/train/2_Organic/O_4072.jpg,2,2.0,2.0,drop,unidentified,aga,1.786.747.892.807.070,,FALSE
/content/drive/MyDrive/BDC2026/train/2_Organic/O_262.jpg,1,2.0,2.0,drop,multiclass,aga,1.884.596.271.987.420,,FALSE
/content/drive/MyDrive/BDC2026/train/2_Organic/O_7803.jpg,3,2.0,2.0,drop,unidentified,aga,1.895.401.658.677.090,,FALSE
/content/drive/MyDrive/BDC2026/train/2_Organic/O_6639.jpg,2,2.0,2.0,drop,multiclass,aga,1.921.741.867.602.940,,FALSE
/content/drive/MyDrive/BDC2026/train/2_Organic/O_1139.jpg,1,2.0,2.0,drop,brosur,aga,1.958.162.039.177.290,,FALSE
/content/drive/MyDrive/BDC2026/train/2_Organic/O_9670.jpg,3,2.0,2.0,drop,ntah apa ini,aga,1.997.526.313.486.290,,FALSE
/content/drive/MyDrive/BDC2026/train/2_Organic/O_1805.jpg,3,2.0,0,relabel,alat,aga,2.018.862.676.369.810,,FALSE
/content/drive/MyDrive/BDC2026/train/2_Organic/O_8846.jpg,1,2.0,2.0,drop,ambigu,aga,2.019.171.020.911.280,,FALSE
/content/drive/MyDrive/BDC2026/train/2_Organic/O_5425.jpg,2,2.0,2.0,drop,telor warna warni,aga,2.090.427.934.715.460,,FALSE
/content/drive/MyDrive/BDC2026/train/2_Organic/O_8825.jpg,2,2.0,2.0,drop,mesin industri,aga,2.110.160.844.764.460,,FALSE
/content/drive/MyDrive/BDC2026/train/2_Organic/O_8868.jpg,4,2.0,2.0,drop,ambigu,aga,2.112.256.814.439.820,,FALSE
/content/drive/MyDrive/BDC2026/train/2_Organic/O_8627.jpg,4,2.0,2.0,drop,mesin industri,aga,219.402.648.180.584,,FALSE
/content/drive/MyDrive/BDC2026/train/2_Organic/O_8834.jpg,4,2.0,2.0,drop,ambigu,aga,2.194.980.866.744.170,,FALSE
/content/drive/MyDrive/BDC2026/train/2_Organic/O_6733.jpg,3,2.0,2.0,drop,its literally a fuckin toilet,aga,2.209.482.422.943.630,,FALSE
/content/drive/MyDrive/BDC2026/train/2_Organic/O_10079.jpg,1,2.0,2.0,drop,bungkus makanan,aga,2.238.662.950.127.280,,FALSE
/content/drive/MyDrive/BDC2026/train/2_Organic/O_10501.jpg,2,2.0,2.0,drop,tf is ts,aga,2.260.149.881.946.660,,FALSE
/content/drive/MyDrive/BDC2026/train/2_Organic/O_3955.jpg,2,2.0,2.0,drop,hooters jir,aga,2.271.251.871.958.150,,FALSE
/content/drive/MyDrive/BDC2026/train/2_Organic/O_565.jpg,2,2.0,2.0,drop,tabel statistik,aga,2.304.601.658.923.660,,FALSE
/content/drive/MyDrive/BDC2026/train/2_Organic/O_8991.jpg,3,2.0,2.0,keep,serutan pensil,aga,2.307.351.125.123.610,,FALSE
/content/drive/MyDrive/BDC2026/train/2_Organic/O_547.jpg,3,2.0,2.0,drop,bungkus minuman,aga,2.308.899.243.229.370,,FALSE
/content/drive/MyDrive/BDC2026/train/2_Organic/O_8828.jpg,2,2.0,2.0,drop,chaotic,aga,2.330.965.724.046.720,,FALSE
/content/drive/MyDrive/BDC2026/train/2_Organic/O_652.jpg,1,2.0,2.0,drop,graphic design,aga,2.361.075.999.528.100,,FALSE
/content/drive/MyDrive/BDC2026/train/2_Organic/O_9279.jpg,2,2.0,2.0,drop,multiclass,aga,2.443.910.255.444.980,,FALSE
/content/drive/MyDrive/BDC2026/train/2_Organic/O_5211.jpg,4,2.0,2.0,drop,egg timer,aga,2.446.171.658.896.990,,FALSE
/content/drive/MyDrive/BDC2026/train/2_Organic/O_5376.jpg,4,2.0,2.0,drop,gambar,aga,2.522.014.766.619.330,,FALSE
/content/drive/MyDrive/BDC2026/train/2_Organic/O_9683.jpg,2,2.0,2.0,drop,petri dish ga sih ini,aga,2.526.687.473.350.080,,FALSE
