filepath,fold,label_asli,label_baru,keputusan,alasan,reviewer,prob_recyclable,prob_electronic,prob_organic,confidence,pred_label_id
"/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_859.jpg",4,0,0,drop,"","aga",0.201110,0.000000,0.798890,0.798890,2
"/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_8394.jpg",0,0,0,drop,"","aga",0.486063,0.000000,0.513937,0.513937,2
"/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_8534.jpg",4,0,0,drop,"","aga",0.348940,0.000000,0.651060,0.651060,2
"/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_8295.jpg",1,0,1,relabel,"keyboard","aga",0.000000,1.000000,0.000000,1.000000,1
"/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_921.jpg",4,0,0,drop,"","aga",0.202619,0.000000,0.797381,0.797381,2
"/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_9579.jpg",1,0,0,drop,"","aga",0.329247,0.000000,0.670753,0.670753,2
"/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_9957.jpg",3,0,0,drop,"","aga",0.000000,0.000000,1.000000,1.000000,2
"/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_9924.jpg",0,0,0,drop,"","aga",0.131969,0.540559,0.327473,0.540559,1
"/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_9951.jpg",2,0,0,drop,"","aga",0.146372,0.853628,0.000000,0.853628,1
"/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_1493.jpg",4,0,0,drop,"","aga",0.331704,0.000000,0.668296,0.668296,2
"/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_1499.jpg",2,0,0,drop,"","aga",0.134140,0.000000,0.865860,0.865860,2
"/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_2378.jpg",3,0,0,drop,"","aga",0.459337,0.063478,0.477186,0.477186,2
"/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_2988.jpg",3,0,0,drop,"","aga",0.274578,0.636035,0.089387,0.636035,1
"/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_2761.jpg",1,0,0,drop,"","aga",0.066083,0.000000,0.933917,0.933917,2
"/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_302.jpg",3,0,0,drop,"","aga",0.068910,0.000000,0.931090,0.931090,2
"/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_4413.jpg",0,0,0,drop,"","aga",0.204397,0.000000,0.795603,0.795603,2
"/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_4528.jpg",1,0,0,drop,"","aga",0.131264,0.000000,0.868736,0.868736,2
"/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_4483.jpg",3,0,0,drop,"","aga",0.067502,0.000000,0.932498,0.932498,2
"/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_4833.jpg",1,0,0,drop,"","aga",0.435209,0.000000,0.564791,0.564791,2
"/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_491.jpg",1,0,0,drop,"","aga",0.132869,0.000000,0.867131,0.867131,2
"/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_4815.jpg",2,0,0,drop,"","aga",0.064432,0.000000,0.935568,0.935568,2
"/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_4869.jpg",0,0,0,drop,"","aga",0.423310,0.000000,0.576690,0.576690,2
"/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_5341.jpg",1,0,0,drop,"","aga",0.214874,0.000000,0.785126,0.785126,2
"/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_8303.jpg",1,0,0,keep,"","aga",0.332104,0.000000,0.667896,0.667896,2
"/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_8794.jpg",3,0,0,drop,"","aga",0.455449,0.000000,0.544551,0.544551,2
"/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_9828.jpg",0,0,0,drop,"","aga",0.000000,0.000000,1.000000,1.000000,2
"/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_8275.jpg",1,0,0,drop,"","aga",0.471349,0.000000,0.528651,0.528651,2
"/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_9858.jpg",4,0,0,drop,"","aga",0.428425,0.571575,0.000000,0.571575,1
"/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_9407.jpg",0,0,0,drop,"","aga",0.138882,0.000000,0.861118,0.861118,2
"/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_9777.jpg",4,1,1,keep,"","aga",0.934964,0.065036,0.000000,0.934964,0
"/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_9277.jpg",1,0,0,drop,"","aga",0.343027,0.000000,0.656973,0.656973,2
"/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_8257.jpg",4,0,0,drop,"","aga",0.000000,0.000000,1.000000,1.000000,2
"/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_9789.jpg",4,0,0,drop,"","aga",0.396833,0.532349,0.070817,0.532349,1
"/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_839.jpg",4,0,0,drop,"","aga",0.205285,0.000000,0.794715,0.794715,2
"/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_9775.jpg",0,0,0,drop,"","aga",0.000000,0.000000,1.000000,1.000000,2
"/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_9926.jpg",1,0,0,drop,"","aga",0.119547,0.880453,0.000000,0.880453,1
"/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_8416.jpg",1,0,0,drop,"","aga",0.265000,0.000000,0.735000,0.735000,2
"/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_7205.jpg",0,0,0,keep,"","aga",0.489956,0.000000,0.510044,0.510044,2
"/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_6995.jpg",3,0,0,keep,"","aga",0.119936,0.000000,0.880064,0.880064,2
"/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_7004.jpg",1,0,0,keep,"","aga",0.474285,0.000000,0.525715,0.525715,2
"/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_8315.jpg",4,0,0,drop,"","aga",0.000000,0.000000,1.000000,1.000000,2
"/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_9537.jpg",4,0,0,drop,"","aga",0.000000,0.000000,1.000000,1.000000,2
"/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_896.jpg",1,0,0,drop,"","aga",0.466989,0.000000,0.533011,0.533011,2
"/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_9774.jpg",3,0,1,relabel,"Wireless transmitor","aga",0.000000,0.934358,0.065642,0.934358,1
"/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_811.jpg",1,0,0,drop,"","aga",0.000000,0.000000,1.000000,1.000000,2
"/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_9817.jpg",0,0,0,drop,"","aga",0.000000,0.000000,1.000000,1.000000,2
"/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_8374.jpg",3,0,0,drop,"","aga",0.000000,1.000000,0.000000,1.000000,1
"/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_9193.jpg",0,1,1,keep,"","aga",0.800264,0.199736,0.000000,0.800264,0
"/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_9133.jpg",1,0,0,keep,"","aga",0.397516,0.063689,0.538795,0.538795,2
"/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_8471.jpg",3,0,0,keep,"","aga",0.468827,0.000000,0.531173,0.531173,2
"/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_678.jpg",3,0,0,drop,"","aga",0.407448,0.000000,0.592552,0.592552,2
"/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_7226.jpg",1,0,0,drop,"","aga",0.201920,0.000000,0.798080,0.798080,2
"/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_711.jpg",0,0,0,drop,"","aga",0.204437,0.000000,0.795563,0.795563,2
"/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_7659.jpg",0,0,0,drop,"","aga",0.399328,0.197743,0.402929,0.402929,2
"/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_745.jpg",2,0,0,drop,"","aga",0.398199,0.000000,0.601801,0.601801,2
"/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_792.jpg",4,0,0,drop,"","aga",0.063736,0.000000,0.936264,0.936264,2
"/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_566.jpg",0,0,2,relabel,"Ini sayur2an","aga",0.000000,0.000000,1.000000,1.000000,2
"/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_4909.jpg",0,0,0,drop,"","aga",0.345895,0.000000,0.654105,0.654105,2
"/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_4967.jpg",1,0,0,drop,"","aga",0.413328,0.000000,0.586672,0.586672,2
"/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_4899.jpg",4,0,0,drop,"","aga",0.330487,0.000000,0.669513,0.669513,2
"/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_604.jpg",2,0,0,drop,"","aga",0.000000,0.000000,1.000000,1.000000,2
"/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_548.jpg",2,0,0,drop,"","aga",0.063805,0.000000,0.936195,0.936195,2
"/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_6495.jpg",4,0,0,drop,"","aga",0.268688,0.466230,0.265081,0.466230,1
"/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_7170.jpg",0,0,0,keep,"","aga",0.466375,0.000000,0.533625,0.533625,2
"/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_742.jpg",3,0,0,drop,"","aga",0.061889,0.000000,0.938111,0.938111,2
"/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_783.jpg",1,0,0,drop,"","aga",0.333355,0.000000,0.666645,0.666645,2
"/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_386.jpg",1,0,0,drop,"","aga",0.423645,0.000000,0.576355,0.576355,2
"/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_4529.jpg",2,0,0,drop,"","aga",0.000000,0.000000,1.000000,1.000000,2
"/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_4914.jpg",4,0,0,drop,"","aga",0.276944,0.000000,0.723056,0.723056,2
"/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_4769.jpg",1,0,0,drop,"","aga",0.000000,0.781866,0.218134,0.781866,1
"/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_4918.jpg",1,0,0,drop,"","aga",0.469464,0.000000,0.530536,0.530536,2
"/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_4631.jpg",2,0,0,drop,"","aga",0.276579,0.000000,0.723421,0.723421,2
"/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_5022.jpg",4,0,0,keep,"","aga",0.184476,0.000000,0.815524,0.815524,2
"/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_4675.jpg",0,0,0,drop,"","aga",0.067922,0.000000,0.932078,0.932078,2
"/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_5579.jpg",3,0,0,drop,"","aga",0.000000,0.000000,1.000000,1.000000,2
"/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_4198.jpg",1,0,0,drop,"","aga",0.218052,0.000000,0.781948,0.781948,2
"/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_5044.jpg",3,0,0,drop,"","aga",0.360432,0.000000,0.639568,0.639568,2
"/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_5016.jpg",0,0,0,drop,"","aga",0.321390,0.000000,0.678610,0.678610,2
"/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_400.jpg",0,0,0,drop,"","aga",0.122806,0.000000,0.877194,0.877194,2
"/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_3309.jpg",2,0,0,keep,"","aga",0.424427,0.000000,0.575573,0.575573,2
"/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_3513.jpg",3,0,0,drop,"","aga",0.409603,0.000000,0.590397,0.590397,2
"/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_3556.jpg",4,0,0,drop,"","aga",0.393384,0.000000,0.606616,0.606616,2
"/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_3262.jpg",3,0,0,drop,"","aga",0.467550,0.000000,0.532450,0.532450,2
"/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_1523.jpg",3,0,0,keep,"","aga",0.266221,0.000000,0.733779,0.733779,2
"/content/drive/MyDrive/BDC2026/train/0_Recyclable/R_2451.jpg",1,0,0,drop,"","aga",0.392590,0.000000,0.607410,0.607410,2
"/content/drive/MyDrive/BDC2026/train/1_Electronic/59.AdobeStock_500968458-800x250.jpeg",3,0,0,drop,"","aga",0.064247,0.935753,0.000000,0.935753,1
"/content/drive/MyDrive/BDC2026/train/1_Electronic/battery_61.jpg",2,1,1,drop,"","aga",0.598209,0.401791,0.000000,0.598209,0
"/content/drive/MyDrive/BDC2026/train/1_Electronic/pcb_77.jpg",2,0,0,drop,"","aga",0.000000,1.000000,0.000000,1.000000,1
"/content/drive/MyDrive/BDC2026/train/1_Electronic/66.images28329.jpeg",1,1,1,drop,"","aga",0.601761,0.331154,0.067085,0.601761,0
"/content/drive/MyDrive/BDC2026/train/2_Organic/O_6862.jpg",1,2,2,drop,"","aga",0.603403,0.065868,0.330729,0.603403,0
"/content/drive/MyDrive/BDC2026/train/2_Organic/O_6812.jpg",2,2,2,drop,"","aga",0.927597,0.000000,0.072403,0.927597,0
"/content/drive/MyDrive/BDC2026/train/2_Organic/O_7776.jpg",0,2,2,drop,"","aga",0.000000,1.000000,0.000000,1.000000,1
"/content/drive/MyDrive/BDC2026/train/2_Organic/O_7910.jpg",0,2,2,drop,"","aga",0.000000,1.000000,0.000000,1.000000,1
"/content/drive/MyDrive/BDC2026/train/2_Organic/O_8864.jpg",2,2,2,drop,"","aga",0.939227,0.000000,0.060773,0.939227,0
"/content/drive/MyDrive/BDC2026/train/2_Organic/O_9005.jpg",2,2,2,keep,"","aga",0.590288,0.000000,0.409712,0.590288,0
"/content/drive/MyDrive/BDC2026/train/2_Organic/O_9208.jpg",2,2,2,drop,"","aga",0.624891,0.000000,0.375109,0.624891,0
"/content/drive/MyDrive/BDC2026/train/2_Organic/O_9919.jpg",0,2,2,drop,"","aga",0.723477,0.276523,0.000000,0.723477,0
"/content/drive/MyDrive/BDC2026/train/2_Organic/O_1678.jpg",3,2,2,drop,"","aga",0.735176,0.000000,0.264824,0.735176,0
"/content/drive/MyDrive/BDC2026/train/2_Organic/O_1672.jpg",0,2,2,drop,"","aga",0.780317,0.000000,0.219683,0.780317,0
"/content/drive/MyDrive/BDC2026/train/2_Organic/O_1538.jpg",4,2,2,drop,"","aga",0.804363,0.000000,0.195637,0.804363,0
"/content/drive/MyDrive/BDC2026/train/2_Organic/O_1652.jpg",2,2,2,drop,"","aga",0.128068,0.809458,0.062473,0.809458,1
"/content/drive/MyDrive/BDC2026/train/2_Organic/O_1717.jpg",3,2,2,drop,"","aga",0.867392,0.065161,0.067447,0.867392,0
"/content/drive/MyDrive/BDC2026/train/2_Organic/O_1666.jpg",0,2,2,drop,"","aga",1.000000,0.000000,0.000000,1.000000,0
"/content/drive/MyDrive/BDC2026/train/2_Organic/O_1731.jpg",2,2,2,drop,"","aga",0.679271,0.000000,0.320729,0.679271,0
"/content/drive/MyDrive/BDC2026/train/2_Organic/O_1704.jpg",4,2,2,drop,"","aga",0.857945,0.000000,0.142055,0.857945,0
"/content/drive/MyDrive/BDC2026/train/2_Organic/O_1870.jpg",1,0,0,drop,"","aga",0.062028,0.937972,0.000000,0.937972,1
"/content/drive/MyDrive/BDC2026/train/2_Organic/O_1773.jpg",1,2,2,drop,"","aga",0.936122,0.063878,0.000000,0.936122,0
"/content/drive/MyDrive/BDC2026/train/2_Organic/O_1901.jpg",1,2,2,drop,"","aga",0.541172,0.000000,0.458828,0.541172,0
"/content/drive/MyDrive/BDC2026/train/2_Organic/O_396.jpg",0,2,2,drop,"","aga",0.516343,0.000000,0.483657,0.516343,0
"/content/drive/MyDrive/BDC2026/train/2_Organic/O_474.jpg",3,2,2,drop,"","aga",0.553943,0.000000,0.446057,0.553943,0
"/content/drive/MyDrive/BDC2026/train/2_Organic/O_4910.jpg",3,2,2,drop,"","aga",0.936252,0.000000,0.063748,0.936252,0
"/content/drive/MyDrive/BDC2026/train/2_Organic/O_550.jpg",4,2,2,drop,"","aga",0.933065,0.000000,0.066935,0.933065,0
"/content/drive/MyDrive/BDC2026/train/2_Organic/O_5225.jpg",2,2,0,relabel,"Tumblr keknya","aga",0.933523,0.000000,0.066477,0.933523,0
"/content/drive/MyDrive/BDC2026/train/2_Organic/O_5263.jpg",4,2,2,drop,"","aga",1.000000,0.000000,0.000000,1.000000,0
"/content/drive/MyDrive/BDC2026/train/2_Organic/O_9065.jpg",1,2,2,drop,"","aga",0.651252,0.000000,0.348748,0.651252,0
"/content/drive/MyDrive/BDC2026/train/2_Organic/O_939.jpg",4,2,2,drop,"","aga",1.000000,0.000000,0.000000,1.000000,0
"/content/drive/MyDrive/BDC2026/train/2_Organic/O_8926.jpg",1,2,2,drop,"","aga",0.599363,0.000000,0.400637,0.599363,0
"/content/drive/MyDrive/BDC2026/train/2_Organic/O_10386.jpg",2,2,2,drop,"","aga",0.738817,0.000000,0.261183,0.738817,0
"/content/drive/MyDrive/BDC2026/train/2_Organic/O_11070.jpg",4,2,2,drop,"","aga",1.000000,0.000000,0.000000,1.000000,0
"/content/drive/MyDrive/BDC2026/train/2_Organic/O_8625.jpg",1,2,2,drop,"","aga",0.805225,0.000000,0.194775,0.805225,0
"/content/drive/MyDrive/BDC2026/train/2_Organic/O_8639.jpg",0,2,2,drop,"","aga",0.526657,0.000000,0.473343,0.526657,0
"/content/drive/MyDrive/BDC2026/train/2_Organic/O_9175.jpg",4,2,2,drop,"","aga",0.927130,0.000000,0.072870,0.927130,0
"/content/drive/MyDrive/BDC2026/train/2_Organic/O_8873.jpg",2,2,2,drop,"","aga",0.695918,0.000000,0.304082,0.695918,0
"/content/drive/MyDrive/BDC2026/train/2_Organic/O_8909.jpg",3,2,2,drop,"","aga",0.535146,0.000000,0.464854,0.535146,0
"/content/drive/MyDrive/BDC2026/train/2_Organic/O_9183.jpg",4,2,2,drop,"","aga",0.593674,0.000000,0.406326,0.593674,0
"/content/drive/MyDrive/BDC2026/train/2_Organic/O_8758.jpg",1,2,2,drop,"","aga",0.506182,0.000000,0.493818,0.506182,0
"/content/drive/MyDrive/BDC2026/train/2_Organic/O_9192.jpg",1,0,0,keep,"","aga",0.000000,0.000000,1.000000,1.000000,2
"/content/drive/MyDrive/BDC2026/train/2_Organic/O_9618.jpg",0,2,2,drop,"","aga",0.606310,0.000000,0.393690,0.606310,0
"/content/drive/MyDrive/BDC2026/train/2_Organic/O_6649.jpg",4,2,2,drop,"","aga",0.724248,0.000000,0.275752,0.724248,0
"/content/drive/MyDrive/BDC2026/train/2_Organic/O_6870.jpg",0,2,2,drop,"","aga",0.466816,0.267395,0.265790,0.466816,0
"/content/drive/MyDrive/BDC2026/train/2_Organic/O_6785.jpg",0,2,2,drop,"","aga",0.669549,0.000000,0.330451,0.669549,0
"/content/drive/MyDrive/BDC2026/train/2_Organic/O_7646.jpg",2,2,2,drop,"","aga",0.000000,0.653828,0.346172,0.653828,1
"/content/drive/MyDrive/BDC2026/train/2_Organic/O_6802.jpg",2,2,2,drop,"","aga",0.543031,0.000000,0.456969,0.543031,0
"/content/drive/MyDrive/BDC2026/train/2_Organic/O_6856.jpg",3,2,2,drop,"","aga",0.925906,0.000000,0.074094,0.925906,0
"/content/drive/MyDrive/BDC2026/train/2_Organic/O_538.jpg",0,2,2,drop,"","aga",0.734244,0.000000,0.265756,0.734244,0
"/content/drive/MyDrive/BDC2026/train/2_Organic/O_4986.jpg",4,2,2,drop,"","aga",0.574163,0.000000,0.425837,0.574163,0
"/content/drive/MyDrive/BDC2026/train/2_Organic/O_6710.jpg",1,2,2,drop,"","aga",0.593441,0.000000,0.406559,0.593441,0
"/content/drive/MyDrive/BDC2026/train/2_Organic/O_7268.jpg",1,2,2,drop,"","aga",0.795305,0.000000,0.204695,0.795305,0
"/content/drive/MyDrive/BDC2026/train/2_Organic/O_6841.jpg",2,2,2,drop,"","aga",0.930639,0.000000,0.069361,0.930639,0
"/content/drive/MyDrive/BDC2026/train/2_Organic/O_4736.jpg",0,2,2,drop,"","aga",0.869069,0.000000,0.130931,0.869069,0
"/content/drive/MyDrive/BDC2026/train/2_Organic/O_5065.jpg",0,2,2,drop,"","aga",0.869760,0.067353,0.062887,0.869760,0
"/content/drive/MyDrive/BDC2026/train/2_Organic/O_6271.jpg",2,2,2,keep,"","aga",1.000000,0.000000,0.000000,1.000000,0
"/content/drive/MyDrive/BDC2026/train/2_Organic/O_6337.jpg",2,2,2,keep,"","aga",0.536063,0.000000,0.463937,0.536063,0
"/content/drive/MyDrive/BDC2026/train/2_Organic/O_486.jpg",2,2,2,drop,"","aga",0.594908,0.000000,0.405092,0.594908,0
"/content/drive/MyDrive/BDC2026/train/2_Organic/O_507.jpg",0,2,2,drop,"","aga",0.914070,0.000000,0.085930,0.914070,0
"/content/drive/MyDrive/BDC2026/train/2_Organic/O_5100.jpg",3,2,2,drop,"","aga",0.864555,0.000000,0.135445,0.864555,0
"/content/drive/MyDrive/BDC2026/train/2_Organic/O_572.jpg",2,2,2,drop,"","aga",1.000000,0.000000,0.000000,1.000000,0
"/content/drive/MyDrive/BDC2026/train/2_Organic/O_516.jpg",2,2,2,drop,"","aga",1.000000,0.000000,0.000000,1.000000,0
"/content/drive/MyDrive/BDC2026/train/2_Organic/O_4451.jpg",1,2,2,drop,"","aga",0.524508,0.000000,0.475492,0.524508,0
"/content/drive/MyDrive/BDC2026/train/2_Organic/O_2892.jpg",1,2,2,keep,"","aga",0.606010,0.000000,0.393990,0.606010,0
"/content/drive/MyDrive/BDC2026/train/2_Organic/O_331.jpg",0,2,2,drop,"","aga",0.666966,0.000000,0.333034,0.666966,0
"/content/drive/MyDrive/BDC2026/train/2_Organic/O_446.jpg",3,2,2,drop,"","aga",1.000000,0.000000,0.000000,1.000000,0
"/content/drive/MyDrive/BDC2026/train/2_Organic/O_5269.jpg",0,2,2,drop,"","aga",0.739219,0.000000,0.260781,0.739219,0
"/content/drive/MyDrive/BDC2026/train/2_Organic/O_6371.jpg",1,2,2,drop,"","aga",0.605436,0.199434,0.195130,0.605436,0
"/content/drive/MyDrive/BDC2026/train/2_Organic/O_458.jpg",4,2,2,drop,"","aga",0.539859,0.000000,0.460141,0.539859,0
"/content/drive/MyDrive/BDC2026/train/2_Organic/O_345.jpg",0,2,2,drop,"","aga",0.911025,0.000000,0.088975,0.911025,0
"/content/drive/MyDrive/BDC2026/train/2_Organic/O_3694.jpg",4,2,2,drop,"","aga",0.680578,0.000000,0.319422,0.680578,0
"/content/drive/MyDrive/BDC2026/train/2_Organic/O_4055.jpg",3,2,2,drop,"","aga",0.670848,0.000000,0.329152,0.670848,0
"/content/drive/MyDrive/BDC2026/train/2_Organic/O_3532.jpg",2,2,2,drop,"","aga",0.593898,0.000000,0.406102,0.593898,0
"/content/drive/MyDrive/BDC2026/train/2_Organic/O_2886.jpg",2,2,2,drop,"","aga",0.801380,0.000000,0.198620,0.801380,0
"/content/drive/MyDrive/BDC2026/train/2_Organic/O_2783.jpg",4,2,2,drop,"","aga",0.532596,0.000000,0.467404,0.532596,0
"/content/drive/MyDrive/BDC2026/train/2_Organic/O_315.jpg",0,2,2,drop,"","aga",0.798600,0.000000,0.201400,0.798600,0
"/content/drive/MyDrive/BDC2026/train/2_Organic/O_415.jpg",1,2,2,drop,"","aga",0.666021,0.000000,0.333979,0.666021,0
"/content/drive/MyDrive/BDC2026/train/2_Organic/O_1793.jpg",3,2,2,drop,"","aga",0.513681,0.000000,0.486319,0.513681,0
"/content/drive/MyDrive/BDC2026/train/2_Organic/O_1909.jpg",4,2,2,drop,"","aga",1.000000,0.000000,0.000000,1.000000,0
"/content/drive/MyDrive/BDC2026/train/2_Organic/O_2016.jpg",2,2,2,drop,"","aga",0.722646,0.000000,0.277354,0.722646,0
"/content/drive/MyDrive/BDC2026/train/2_Organic/O_1864.jpg",2,2,2,drop,"","aga",0.927890,0.072110,0.000000,0.927890,0
"/content/drive/MyDrive/BDC2026/train/2_Organic/O_1988.jpg",3,2,2,drop,"","aga",1.000000,0.000000,0.000000,1.000000,0
"/content/drive/MyDrive/BDC2026/train/2_Organic/O_1335.jpg",1,2,2,drop,"","aga",0.540158,0.000000,0.459842,0.540158,0
"/content/drive/MyDrive/BDC2026/train/2_Organic/O_1675.jpg",2,2,2,drop,"","aga",0.578836,0.000000,0.421164,0.578836,0
"/content/drive/MyDrive/BDC2026/train/2_Organic/O_1800.jpg",3,2,0,relabel,"Wastafel","aga",1.000000,0.000000,0.000000,1.000000,0
"/content/drive/MyDrive/BDC2026/train/2_Organic/O_1812.jpg",4,2,2,drop,"","aga",0.728762,0.000000,0.271238,0.728762,0
"/content/drive/MyDrive/BDC2026/train/2_Organic/O_1713.jpg",3,2,2,drop,"","aga",0.588433,0.000000,0.411567,0.588433,0
